epoch,combined_denoising_loss,loss,psnr_metric,ssim_metric,val_combined_denoising_loss,val_loss,val_psnr_metric,val_ssim_metric,learning_rate
764,0.00645995931699872,9.999999747378752e-05,0.006262192968279123,41.330299377441406,0.9936184287071228,0.006406848318874836,0.006204557605087757,41.399505615234375,0.9936614632606506
765,0.0064616878516972065,9.999999747378752e-05,0.006264878902584314,41.32767105102539,0.9936142563819885,0.006399303674697876,0.006208776496350765,41.380123138427734,0.9937177896499634
766,0.006464374251663685,9.999999747378752e-05,0.006267210002988577,41.3251838684082,0.9936130046844482,0.0064701661467552185,0.0062573193572461605,41.34688186645508,0.9935479164123535
767,0.006462644319981337,9.999999747378752e-05,0.006264931056648493,41.328163146972656,0.9936090707778931,0.006429567467421293,0.006238629575818777,41.364139556884766,0.9936768412590027
768,0.006458809599280357,9.999999747378752e-05,0.006262172479182482,41.33140563964844,0.9936181902885437,0.006473307032138109,0.006295018829405308,41.303802490234375,0.9936732053756714
769,0.006455231923609972,9.999999747378752e-05,0.006259015295654535,41.33504104614258,0.9936278462409973,0.006401468068361282,0.006198241375386715,41.40606689453125,0.9936633706092834
770,0.0064564114436507225,9.999999747378752e-05,0.0062599871307611465,41.33379364013672,0.9936253428459167,0.006496062967926264,0.006279700435698032,41.3232536315918,0.9935067892074585
771,0.006455664057284594,9.999999747378752e-05,0.006258994806557894,41.33512496948242,0.9936258792877197,0.0064668357372283936,0.00626567006111145,41.351280212402344,0.9935957193374634
772,0.006457410752773285,9.999999747378752e-05,0.006261334754526615,41.33272171020508,0.9936273097991943,0.006542873103171587,0.0063188266940414906,41.26742172241211,0.9934223294258118
773,0.0064536333084106445,9.999999747378752e-05,0.006256759632378817,41.3377799987793,0.9936263561248779,0.006475578993558884,0.006262743845582008,41.322349548339844,0.9935397505760193
774,0.006456397939473391,9.999999747378752e-05,0.006260349880903959,41.33431625366211,0.9936248660087585,0.006418074946850538,0.006223082542419434,41.38414764404297,0.9936742782592773
775,0.006455574184656143,9.999999747378752e-05,0.0062595149502158165,41.335205078125,0.9936278462409973,0.006464529316872358,0.0062474519945681095,41.350467681884766,0.9935367703437805
776,0.0064545744098722935,9.999999747378752e-05,0.006257224828004837,41.33745193481445,0.9936215877532959,0.006412170827388763,0.006192437373101711,41.414024353027344,0.9935891628265381
777,0.006452219560742378,9.999999747378752e-05,0.006256530061364174,41.33869552612305,0.9936325550079346,0.006504246033728123,0.006312220823019743,41.31207275390625,0.9935858845710754
778,0.006455720402300358,9.999999747378752e-05,0.006257831584662199,41.3368034362793,0.993622899055481,0.006498316768556833,0.006268133409321308,41.332942962646484,0.9934501051902771
779,0.006453902460634708,9.999999747378752e-05,0.0062577691860497,41.3374137878418,0.9936257004737854,0.006437631323933601,0.006228879559785128,41.36833572387695,0.9936019778251648
780,0.006453990004956722,9.999999747378752e-05,0.006258084904402494,41.3367805480957,0.9936290979385376,0.006602099630981684,0.006364040542393923,41.221988677978516,0.9933004379272461
781,0.0064538088627159595,9.999999747378752e-05,0.00625684205442667,41.33892059326172,0.9936240315437317,0.006499146111309528,0.006298654247075319,41.28839874267578,0.9935570359230042
782,0.006454037968069315,9.999999747378752e-05,0.006257704459130764,41.33763885498047,0.9936277866363525,0.006522498093545437,0.006359952501952648,41.23493576049805,0.9936726689338684
783,0.006452864967286587,9.999999747378752e-05,0.0062562208622694016,41.3389778137207,0.993628740310669,0.006481395103037357,0.006266890559345484,41.33698654174805,0.9935290217399597
784,0.006452982313930988,9.999999747378752e-05,0.006256818305701017,41.338714599609375,0.9936276078224182,0.006401909049600363,0.006194824352860451,41.4130859375,0.9936490654945374
785,0.006453902926295996,9.999999747378752e-05,0.006258347071707249,41.336769104003906,0.9936298727989197,0.006532095372676849,0.0063263471238315105,41.263545989990234,0.9934998154640198
786,0.006449856795370579,9.999999747378752e-05,0.006254661828279495,41.34115982055664,0.9936366677284241,0.006510014645755291,0.006317927036434412,41.26630783081055,0.9935758709907532
787,0.006452166009694338,9.999999747378752e-05,0.006255920976400375,41.340049743652344,0.9936321973800659,0.0065345424227416515,0.00635833665728569,41.1842155456543,0.9936048984527588
788,0.006451278924942017,9.999999747378752e-05,0.006255210842937231,41.34115982055664,0.9936280250549316,0.006430209148675203,0.006229499354958534,41.377220153808594,0.9936408400535583
789,0.006448240019381046,9.999999747378752e-05,0.006251608952879906,41.34507751464844,0.9936337471008301,0.00638171611353755,0.00619945814833045,41.38054275512695,0.9937692880630493
790,0.006448010914027691,9.999999747378752e-05,0.00625214260071516,41.34474563598633,0.9936343431472778,0.006423767190426588,0.0061913179233670235,41.41551208496094,0.9935262799263
791,0.006447715684771538,9.999999747378752e-05,0.006251823157072067,41.344791412353516,0.9936369061470032,0.006452954839915037,0.006229979917407036,41.3769416809082,0.9935274124145508
792,0.00644717225804925,9.999999747378752e-05,0.0062518734484910965,41.344791412353516,0.993638813495636,0.006395145319402218,0.006196173839271069,41.39961242675781,0.9936878085136414
793,0.006451976951211691,9.999999747378752e-05,0.006256228778511286,41.340415954589844,0.9936283826828003,0.006442776881158352,0.006239485461264849,41.36091995239258,0.9936118721961975
794,0.006447077728807926,9.999999747378752e-05,0.006251481361687183,41.345298767089844,0.9936406016349792,0.0064599160104990005,0.006247416604310274,41.33360290527344,0.9935595393180847
795,0.006447620689868927,9.999999747378752e-05,0.0062525090761482716,41.34415054321289,0.9936373829841614,0.006392816547304392,0.006204517558217049,41.39299011230469,0.9937301278114319
796,0.006448030471801758,9.999999747378752e-05,0.0062515572644770145,41.34540557861328,0.9936331510543823,0.006400902755558491,0.0062137991189956665,41.387779235839844,0.9937263131141663
797,0.006445568986237049,9.999999747378752e-05,0.006249845493584871,41.34685134887695,0.9936386346817017,0.006474797613918781,0.0062770359218120575,41.27928924560547,0.9935967922210693
798,0.006447497755289078,9.999999747378752e-05,0.006252451334148645,41.34429168701172,0.9936375617980957,0.006430548150092363,0.006226746365427971,41.378875732421875,0.9936264157295227
799,0.006446273531764746,9.999999747378752e-05,0.006250770762562752,41.346744537353516,0.9936387538909912,0.006410720758140087,0.006223777774721384,41.37492752075195,0.9937137961387634
800,0.00644343439489603,9.999999747378752e-05,0.006249020807445049,41.34874725341797,0.993647575378418,0.006463306024670601,0.006282531190663576,41.317344665527344,0.9936732053756714
801,0.006442763842642307,9.999999747378752e-05,0.006247794721275568,41.3497428894043,0.9936463832855225,0.006506787613034248,0.006267180200666189,41.33906173706055,0.9934062361717224
802,0.006442633923143148,9.999999747378752e-05,0.006247993558645248,41.34980773925781,0.9936478137969971,0.006421618163585663,0.006214858032763004,41.381103515625,0.9936252236366272
803,0.006442221812903881,9.999999747378752e-05,0.0062477379105985165,41.35047149658203,0.9936438798904419,0.006498700473457575,0.0063058254308998585,41.29403305053711,0.9935865998268127
804,0.006442492827773094,9.999999747378752e-05,0.0062472219578921795,41.35088348388672,0.9936445951461792,0.0064299446530640125,0.0062432982958853245,41.3677978515625,0.9936910271644592
805,0.006438822485506535,9.999999747378752e-05,0.006244276650249958,41.35407257080078,0.9936491250991821,0.00642092851921916,0.006215499248355627,41.38984298706055,0.9936313033103943
806,0.0064381808042526245,9.999999747378752e-05,0.006243940442800522,41.35498809814453,0.9936534762382507,0.006471840664744377,0.006268966011703014,41.329105377197266,0.9935794472694397
807,0.006438578944653273,9.999999747378752e-05,0.006244146265089512,41.35455322265625,0.9936516880989075,0.006430985406041145,0.006228817161172628,41.352413177490234,0.9936336278915405
808,0.006441392935812473,9.999999747378752e-05,0.006246834993362427,41.351810455322266,0.9936495423316956,0.006439003627747297,0.006244051735848188,41.358734130859375,0.9936510324478149
809,0.006436863914132118,9.999999747378752e-05,0.0062431348487734795,41.35578155517578,0.993657648563385,0.006431450601667166,0.0062321266159415245,41.368289947509766,0.9936394691467285
810,0.006441697012633085,9.999999747378752e-05,0.006247303448617458,41.351558685302734,0.9936488270759583,0.006471859756857157,0.006286808289587498,41.316402435302734,0.9936503767967224
811,0.0064406441524624825,9.999999747378752e-05,0.006245900876820087,41.35305404663086,0.9936473965644836,0.006434489041566849,0.0062393853440880775,41.35496139526367,0.9936519861221313
812,0.006436769850552082,9.999999747378752e-05,0.006241836119443178,41.35755920410156,0.9936524033546448,0.006475167814642191,0.006298565771430731,41.27992630004883,0.9936712384223938
813,0.006437662988901138,9.999999747378752e-05,0.006243129260838032,41.35603332519531,0.9936529994010925,0.0063958666287362576,0.006211796775460243,41.389896392822266,0.9937436580657959
814,0.006434869021177292,9.999999747378752e-05,0.006239870097488165,41.359764099121094,0.9936527013778687,0.006436830386519432,0.006241983268409967,41.359275817871094,0.9936522841453552
815,0.006432761438190937,9.999999747378752e-05,0.0062382156029343605,41.36211395263672,0.9936558604240417,0.006451565306633711,0.006265352945774794,41.333702087402344,0.9936668276786804
816,0.006437821313738823,9.999999747378752e-05,0.0062432317063212395,41.356414794921875,0.9936522841453552,0.006433050148189068,0.006218853872269392,41.39387130737305,0.993582546710968
817,0.006440573837608099,9.999999747378752e-05,0.006246110424399376,41.3536376953125,0.9936469197273254,0.006417234893888235,0.0061998507007956505,41.4033317565918,0.993589460849762
818,0.006436166353523731,9.999999747378752e-05,0.006241889204829931,41.35810470581055,0.9936529994010925,0.006433109752833843,0.006244419142603874,41.35007858276367,0.9936798214912415
819,0.006434423848986626,9.999999747378752e-05,0.0062406412325799465,41.35943603515625,0.9936606884002686,0.006465500220656395,0.006284125614911318,41.31193923950195,0.9936670660972595
820,0.006433739326894283,9.999999747378752e-05,0.006240027956664562,41.36031723022461,0.9936597347259521,0.006517963483929634,0.006296479608863592,41.30476760864258,0.9934585094451904
821,0.0064361486583948135,9.999999747378752e-05,0.006242676172405481,41.35757827758789,0.993659257888794,0.0064080385491251945,0.006219749804586172,41.390987396240234,0.9937118887901306
822,0.006437964271754026,9.999999747378752e-05,0.006243986077606678,41.35626220703125,0.9936500787734985,0.006422754842787981,0.006246598903089762,41.359012603759766,0.9937394857406616
823,0.006437929812818766,9.999999747378752e-05,0.006243265699595213,41.356651306152344,0.9936507344245911,0.006364655215293169,0.00617307610809803,41.41845703125,0.9937498569488525
824,0.006431476678699255,9.999999747378752e-05,0.0062380023300647736,41.3630485534668,0.9936639070510864,0.006446888204663992,0.00621909461915493,41.39548110961914,0.9935172200202942
825,0.0064308117143809795,9.999999747378752e-05,0.006238271947950125,41.362972259521484,0.9936662912368774,0.006442197598516941,0.006235275883227587,41.37102127075195,0.9936013221740723
826,0.006432638503611088,9.999999747378752e-05,0.006239799782633781,41.360904693603516,0.9936676621437073,0.006389617454260588,0.006197844631969929,41.4007568359375,0.9937209486961365
827,0.006433585193008184,9.999999747378752e-05,0.006238462869077921,41.36260223388672,0.9936553835868835,0.006473436485975981,0.006272497586905956,41.298744201660156,0.9935835003852844
828,0.006429580040276051,9.999999747378752e-05,0.0062357294373214245,41.3654670715332,0.9936649203300476,0.006416455376893282,0.006215615198016167,41.38917541503906,0.9936539530754089
829,0.0064318496733903885,9.999999747378752e-05,0.006239154376089573,41.362457275390625,0.993665337562561,0.00654174480587244,0.006347382441163063,41.25688171386719,0.9935270547866821
830,0.00643229391425848,9.999999747378752e-05,0.006238826550543308,41.362483978271484,0.9936627149581909,0.006452818866819143,0.006212248001247644,41.39250183105469,0.9934627413749695
831,0.006431605666875839,9.999999747378752e-05,0.0062376526184380054,41.363956451416016,0.9936606884002686,0.006501444615423679,0.006301005836576223,41.29214859008789,0.9935534000396729
832,0.00642939331009984,9.999999747378752e-05,0.0062361229211091995,41.365692138671875,0.9936665892601013,0.006536694243550301,0.006308636628091335,41.275630950927734,0.9934147000312805
833,0.0064259665086865425,9.999999747378752e-05,0.006233295891433954,41.36890411376953,0.9936724305152893,0.006523698568344116,0.0063493624329566956,41.25538635253906,0.9936288595199585
834,0.006425407249480486,9.999999747378752e-05,0.006231803447008133,41.37010192871094,0.9936695098876953,0.006514601409435272,0.006297995336353779,41.267860412597656,0.9934793710708618
835,0.006427402142435312,9.999999747378752e-05,0.006234743166714907,41.36745834350586,0.9936687350273132,0.006441441364586353,0.0062250117771327496,41.40248107910156,0.9935644268989563
836,0.006425666157156229,9.999999747378752e-05,0.006233281455934048,41.36952209472656,0.9936714768409729,0.006579830311238766,0.006376977544277906,41.19704818725586,0.9934527277946472
837,0.006429701577872038,9.999999747378752e-05,0.006235582288354635,41.366432189941406,0.9936633706092834,0.00646608229726553,0.006254999432712793,41.332794189453125,0.993553876876831
838,0.0064340741373598576,9.999999747378752e-05,0.006240176502615213,41.361488342285156,0.9936583042144775,0.006433159112930298,0.006231897044926882,41.372501373291016,0.9936367273330688
839,0.006426466628909111,9.999999747378752e-05,0.006232487503439188,41.369834899902344,0.9936643838882446,0.006477184593677521,0.006323806010186672,41.282779693603516,0.9937625527381897
840,0.0064270980656147,9.999999747378752e-05,0.006233348045498133,41.36920928955078,0.9936659336090088,0.006402991712093353,0.0062162671238183975,41.38380813598633,0.9937232136726379
841,0.006422210484743118,9.999999747378752e-05,0.006228467915207148,41.37455749511719,0.9936733841896057,0.006571988575160503,0.006415256764739752,41.194522857666016,0.9936392903327942
842,0.006419150624424219,9.999999747378752e-05,0.006226702127605677,41.37668228149414,0.9936789870262146,0.006380986887961626,0.006174619309604168,41.429725646972656,0.9936744570732117
843,0.0064225224778056145,9.999999747378752e-05,0.006230452563613653,41.372711181640625,0.9936790466308594,0.006371884141117334,0.006195815280079842,41.418392181396484,0.99379962682724
844,0.006421957165002823,9.999999747378752e-05,0.006230172235518694,41.373207092285156,0.9936795830726624,0.0063961222767829895,0.006227127742022276,41.377784729003906,0.99379563331604
845,0.00642219465225935,9.999999747378752e-05,0.00622906256467104,41.37418746948242,0.9936743378639221,0.006353909149765968,0.006161289289593697,41.444305419921875,0.9937590956687927
846,0.006422062870115042,9.999999747378752e-05,0.006229223683476448,41.37416458129883,0.9936761260032654,0.0064254747703671455,0.0062308283522725105,41.393226623535156,0.9936652183532715
847,0.006419783923774958,9.999999747378752e-05,0.006227078381925821,41.376564025878906,0.9936789870262146,0.0064003244042396545,0.006215219385921955,41.404563903808594,0.9937306642532349
848,0.006420414429157972,9.999999747378752e-05,0.006227922160178423,41.376220703125,0.9936797618865967,0.006390869617462158,0.006200755946338177,41.411800384521484,0.9937235116958618
849,0.006419725250452757,9.999999747378752e-05,0.006227782461792231,41.376556396484375,0.9936797618865967,0.006488108541816473,0.0063056303188204765,41.24481201171875,0.993640661239624
850,0.00642385333776474,9.999999747378752e-05,0.006230648141354322,41.373416900634766,0.9936736822128296,0.006444789469242096,0.0062179057858884335,41.38938522338867,0.993522584438324
851,0.006423370912671089,9.999999747378752e-05,0.0062306905165314674,41.37332534790039,0.9936739802360535,0.006442460231482983,0.006260171066969633,41.36015319824219,0.9936951994895935
852,0.0064212605357170105,9.999999747378752e-05,0.006229099817574024,41.37523651123047,0.9936773180961609,0.00651289289817214,0.006270114798098803,41.3197021484375,0.993377685546875
853,0.006425882689654827,9.999999747378752e-05,0.0062333280220627785,41.370201110839844,0.9936741590499878,0.006582233123481274,0.006442463491111994,41.11712646484375,0.993691623210907
854,0.006419952027499676,9.999999747378752e-05,0.006226745899766684,41.37790298461914,0.99367755651474,0.006389762740582228,0.006206664722412825,41.387664794921875,0.9937524199485779
855,0.006422772072255611,9.999999747378752e-05,0.006230405997484922,41.37413787841797,0.9936766624450684,0.006411305628716946,0.006195022724568844,41.40314483642578,0.9936013221740723
856,0.0064191860146820545,9.999999747378752e-05,0.006227427162230015,41.377586364746094,0.9936825037002563,0.006404540501534939,0.006209691055119038,41.407005310058594,0.9936897158622742
857,0.006418684031814337,9.999999747378752e-05,0.006227573845535517,41.37771224975586,0.9936861395835876,0.006375253666192293,0.006178195122629404,41.439456939697266,0.9937148690223694
858,0.006420874502509832,9.999999747378752e-05,0.006228532642126083,41.37614440917969,0.9936822652816772,0.006522533483803272,0.006364879198372364,41.21168899536133,0.9936866760253906
859,0.006417836528271437,9.999999747378752e-05,0.006225686985999346,41.37932205200195,0.9936836957931519,0.006347224581986666,0.0061600711196660995,41.455421447753906,0.9937853217124939
860,0.006416149437427521,9.999999747378752e-05,0.006225168704986572,41.380252838134766,0.9936906695365906,0.006499251816421747,0.0062377313151955605,41.36663818359375,0.9933281540870667
861,0.006412606220692396,9.999999747378752e-05,0.006221002899110317,41.38465118408203,0.9936904311180115,0.00636300491169095,0.0061757247895002365,41.43363571166992,0.9937662482261658
862,0.006411510054022074,9.999999747378752e-05,0.006220668088644743,41.3852653503418,0.993696391582489,0.006401537451893091,0.006223069038242102,41.38176727294922,0.9937542080879211
863,0.006412573624402285,9.999999747378752e-05,0.006220456678420305,41.38542938232422,0.9936913847923279,0.0064433543011546135,0.006262661889195442,41.32276916503906,0.9937006831169128
864,0.006414858158677816,9.999999747378752e-05,0.006223924458026886,41.381710052490234,0.9936914443969727,0.006366411689668894,0.006170927081257105,41.44100570678711,0.993732213973999
865,0.006423009093850851,9.999999747378752e-05,0.006229419726878405,41.37525177001953,0.993674099445343,0.00637905253097415,0.006182139739394188,41.42591857910156,0.9937106370925903
866,0.006415849085897207,9.999999747378752e-05,0.006224174052476883,41.38151550292969,0.9936890006065369,0.0064946445636451244,0.006315222010016441,41.292179107666016,0.9936439394950867
867,0.006411923095583916,9.999999747378752e-05,0.006221110001206398,41.385215759277344,0.9936938881874084,0.006418916396796703,0.006225823890417814,41.34625244140625,0.9936810731887817
868,0.006410334259271622,9.999999747378752e-05,0.006218473426997662,41.3880729675293,0.9936910271644592,0.006364232394844294,0.006161020137369633,41.445899963378906,0.9937059283256531
869,0.0064111799001693726,9.999999747378752e-05,0.006220333278179169,41.38639831542969,0.993696391582489,0.006446518935263157,0.006275850813835859,41.338829040527344,0.9937289953231812
870,0.0064084152691066265,9.999999747378752e-05,0.006217838265001774,41.388946533203125,0.9937002658843994,0.006345847155898809,0.0061547644436359406,41.47276306152344,0.9937746524810791
871,0.006411335431039333,9.999999747378752e-05,0.006220068782567978,41.38657760620117,0.9936943054199219,0.0064398557879030704,0.006256103981286287,41.35423278808594,0.9936909079551697
872,0.006410120986402035,9.999999747378752e-05,0.006218012887984514,41.3886833190918,0.993688702583313,0.006370202172547579,0.006180696655064821,41.437255859375,0.9937512874603271
873,0.006413333583623171,9.999999747378752e-05,0.006221715360879898,41.38471984863281,0.9936912059783936,0.006435348652303219,0.00623718136921525,41.3795051574707,0.993644118309021
874,0.006407554727047682,9.999999747378752e-05,0.0062162005342543125,41.39118576049805,0.9937005639076233,0.006597474683076143,0.006405491381883621,41.203758239746094,0.9934791922569275
875,0.006408497225493193,9.999999747378752e-05,0.0062178452499210835,41.38947677612305,0.993699312210083,0.006339651066809893,0.00615006685256958,41.45741271972656,0.9937882423400879
876,0.006407271604984999,9.999999747378752e-05,0.006217088084667921,41.390350341796875,0.9936995506286621,0.006363332737237215,0.0061873625963926315,41.425926208496094,0.9938100576400757
877,0.006410480942577124,9.999999747378752e-05,0.006218781229108572,41.38887405395508,0.9936969876289368,0.006401208229362965,0.0062316651456058025,41.37590408325195,0.9937878251075745
878,0.006412135902792215,9.999999747378752e-05,0.0062201255932450294,41.38716506958008,0.9936918616294861,0.006513412110507488,0.0063169789500534534,41.2999382019043,0.9935591220855713
879,0.006410964764654636,9.999999747378752e-05,0.006218827795237303,41.38790512084961,0.9936924576759338,0.006397434510290623,0.006210039835423231,41.40966796875,0.9937248229980469
880,0.006406243424862623,9.999999747378752e-05,0.0062154787592589855,41.39197540283203,0.9937041997909546,0.006385518237948418,0.0062082489021122456,41.40578079223633,0.9937746524810791
881,0.006405002903193235,9.999999747378752e-05,0.006214824039489031,41.39323425292969,0.9937037229537964,0.0063871233724057674,0.006218513939529657,41.38644790649414,0.993811845779419
882,0.006405348423868418,9.999999747378752e-05,0.0062133860774338245,41.394474029541016,0.9936999678611755,0.00635654479265213,0.006156769581139088,41.45558547973633,0.9937257766723633
883,0.006407828535884619,9.999999747378752e-05,0.0062164124101400375,41.39129638671875,0.9936968088150024,0.006462517194449902,0.006230824626982212,41.343482971191406,0.9934755563735962
884,0.006406137719750404,9.999999747378752e-05,0.00621532229706645,41.39250564575195,0.9937009215354919,0.006364266388118267,0.006167334038764238,41.446441650390625,0.9937292337417603
885,0.0064024790190160275,9.999999747378752e-05,0.006212052423506975,41.39607620239258,0.993707001209259,0.006433796137571335,0.0062206806614995,41.38007354736328,0.9935839176177979
886,0.006405277643352747,9.999999747378752e-05,0.006214626133441925,41.39323806762695,0.9937077164649963,0.006481280084699392,0.006309262476861477,41.27680587768555,0.9936792254447937
887,0.0064030978828668594,9.999999747378752e-05,0.006212536245584488,41.39603042602539,0.9937065839767456,0.006353262346237898,0.006180487107485533,41.432350158691406,0.993832528591156
888,0.006404158193618059,9.999999747378752e-05,0.006214085966348648,41.39421463012695,0.9937072396278381,0.006488811690360308,0.0062811546958982944,41.3198127746582,0.9935395121574402
889,0.0064062136225402355,9.999999747378752e-05,0.006216056179255247,41.39228057861328,0.9937021732330322,0.006424495484679937,0.006208380218595266,41.40570068359375,0.9935835003852844
890,0.0063985963352024555,9.999999747378752e-05,0.006209047976881266,41.39997863769531,0.9937158823013306,0.0063558416441082954,0.00617289450019598,41.429508209228516,0.9937908053398132
891,0.006399315316230059,9.999999747378752e-05,0.006209933664649725,41.39910888671875,0.9937177300453186,0.006445599254220724,0.006271469872444868,41.29615783691406,0.9937151670455933
892,0.006400187499821186,9.999999747378752e-05,0.00621068337932229,41.398338317871094,0.9937121272087097,0.006620760075747967,0.006442002486437559,41.16092300415039,0.9935019016265869
893,0.006401796825230122,9.999999747378752e-05,0.006212426815181971,41.39714813232422,0.9937107563018799,0.006468136794865131,0.006263240706175566,41.34548568725586,0.9935737252235413
894,0.00639836210757494,9.999999747378752e-05,0.006208440754562616,41.40134048461914,0.9937116503715515,0.006410826928913593,0.006216030102223158,41.40184020996094,0.9936786890029907
895,0.006403683684766293,9.999999747378752e-05,0.00621328130364418,41.39578628540039,0.9937063455581665,0.0063949329778552055,0.006200888194143772,41.408973693847656,0.9937017560005188
896,0.006399959791451693,9.999999747378752e-05,0.006209580693393946,41.39963912963867,0.9937112927436829,0.006453167647123337,0.00627112714573741,41.32752990722656,0.9936807155609131
897,0.006398409605026245,9.999999747378752e-05,0.0062088193371891975,41.400917053222656,0.9937172532081604,0.006539483554661274,0.006250183563679457,41.365692138671875,0.9931733012199402
898,0.006396526470780373,9.999999747378752e-05,0.006206985097378492,41.403133392333984,0.9937160015106201,0.006330748088657856,0.006152915768325329,41.45085525512695,0.9938408732414246
899,0.0063974931836128235,9.999999747378752e-05,0.006208061706274748,41.401832580566406,0.9937155842781067,0.006387520115822554,0.006209718994796276,41.40742111206055,0.9937713742256165
900,0.00639708386734128,9.999999747378752e-05,0.0062072789296507835,41.40283966064453,0.9937165379524231,0.006418862845748663,0.006216281093657017,41.3892936706543,0.9936423301696777
901,0.006399611476808786,9.999999747378752e-05,0.006209902465343475,41.400569915771484,0.9937108755111694,0.006350199691951275,0.006173707079142332,41.45866775512695,0.9938216805458069
902,0.006396688520908356,9.999999747378752e-05,0.006206721067428589,41.403465270996094,0.9937146902084351,0.006367797963321209,0.00619558896869421,41.42289733886719,0.9938178658485413
903,0.006396940443664789,9.999999747378752e-05,0.006207724567502737,41.403011322021484,0.9937179684638977,0.006396079435944557,0.0061989943496882915,41.42285919189453,0.9936921000480652
904,0.00639964547008276,9.999999747378752e-05,0.006209121085703373,41.400604248046875,0.9937085509300232,0.006662002764642239,0.006449459120631218,41.119266510009766,0.9933257102966309
905,0.006399831734597683,9.999999747378752e-05,0.0062095304019749165,41.4012565612793,0.9937082529067993,0.0064734504558146,0.006266421638429165,41.34148025512695,0.9935613870620728
906,0.0063963825814425945,9.999999747378752e-05,0.0062064966186881065,41.404258728027344,0.9937161207199097,0.006402815692126751,0.006199690047651529,41.43024444580078,0.9936609268188477
907,0.006402052007615566,9.999999747378752e-05,0.00621201004832983,41.39774703979492,0.9937094449996948,0.006344276946038008,0.006164918188005686,41.46643829345703,0.9938163757324219
908,0.006395820062607527,9.999999747378752e-05,0.006206899415701628,41.40407943725586,0.9937170147895813,0.006460646633058786,0.00627258513122797,41.33019256591797,0.9936489462852478
909,0.006398470140993595,9.999999747378752e-05,0.006209004670381546,41.401668548583984,0.9937145709991455,0.006403740029782057,0.00620625214651227,41.423892974853516,0.9936801791191101
910,0.0063934726640582085,9.999999747378752e-05,0.006204467732459307,41.406822204589844,0.9937207102775574,0.006384957116097212,0.006184035912156105,41.43600845336914,0.993686854839325
911,0.006395095493644476,9.999999747378752e-05,0.0062052239663898945,41.406288146972656,0.9937170147895813,0.006318240892142057,0.006143231876194477,41.476558685302734,0.9938660264015198
912,0.006393279880285263,9.999999747378752e-05,0.006203202996402979,41.40887451171875,0.9937179684638977,0.006543280091136694,0.006373360753059387,41.2274284362793,0.9936140179634094
913,0.006394118070602417,9.999999747378752e-05,0.006204197183251381,41.407135009765625,0.9937195777893066,0.006379144731909037,0.006162311881780624,41.46235275268555,0.9936350584030151
914,0.006390941794961691,9.999999747378752e-05,0.006201609969139099,41.41041946411133,0.9937248229980469,0.006392701994627714,0.006180447526276112,41.43425369262695,0.9936378002166748
915,0.0063977111130952835,9.999999747378752e-05,0.006208149250596762,41.402984619140625,0.9937142133712769,0.006335190497338772,0.00615354347974062,41.458492279052734,0.9938203692436218
916,0.006388080772012472,9.999999747378752e-05,0.006199199706315994,41.41329574584961,0.993730366230011,0.006347361020743847,0.006170441396534443,41.44828414916992,0.9938240051269531
917,0.006394653581082821,9.999999747378752e-05,0.006205006968230009,41.40719985961914,0.9937206506729126,0.00639899680390954,0.006194037850946188,41.42015838623047,0.9936572909355164
918,0.006392749026417732,9.999999747378752e-05,0.006202211603522301,41.40938949584961,0.9937145709991455,0.006431262940168381,0.0062807658687233925,41.3426399230957,0.9938206076622009
919,0.00639190711081028,9.999999747378752e-05,0.006201069336384535,41.410797119140625,0.9937190413475037,0.0063897715881466866,0.006197224371135235,41.41950988769531,0.9937106370925903
920,0.006388411857187748,9.999999747378752e-05,0.0061990804970264435,41.41360855102539,0.993726372718811,0.00639765290543437,0.006174128036946058,41.45095443725586,0.9935867786407471
921,0.006388849578797817,9.999999747378752e-05,0.006199235562235117,41.41330337524414,0.9937255382537842,0.006380580365657806,0.006163924001157284,41.463890075683594,0.9936341643333435
922,0.006387666799128056,9.999999747378752e-05,0.006199225317686796,41.413795471191406,0.9937289357185364,0.006424276623874903,0.006229782942682505,41.37640380859375,0.993661105632782
923,0.006382843013852835,9.999999747378752e-05,0.0061945258639752865,41.41931915283203,0.9937348365783691,0.006472553592175245,0.006307248491793871,41.2895622253418,0.9937174320220947
924,0.006389076821506023,9.999999747378752e-05,0.006198138929903507,41.414878845214844,0.993722677230835,0.006371838506311178,0.006146864499896765,41.46078109741211,0.9936145544052124
925,0.006387155037373304,9.999999747378752e-05,0.006197514943778515,41.415557861328125,0.9937310218811035,0.006331974174827337,0.006130756810307503,41.48826599121094,0.9937502145767212
926,0.006385541055351496,9.999999747378752e-05,0.0061968970112502575,41.41667556762695,0.9937317371368408,0.0064333765767514706,0.006191811058670282,41.43510437011719,0.9934775829315186
927,0.006388840731233358,9.999999747378752e-05,0.006198590621352196,41.414432525634766,0.9937254190444946,0.0064069232903420925,0.0061822133138775826,41.426910400390625,0.9935756325721741
928,0.006389908958226442,9.999999747378752e-05,0.006199765019118786,41.41337585449219,0.9937191605567932,0.006405729800462723,0.006179252173751593,41.44160842895508,0.9935678243637085
929,0.0063868421129882336,9.999999747378752e-05,0.006196634378284216,41.41734313964844,0.993724524974823,0.006530148908495903,0.006307072471827269,41.31781005859375,0.9934353232383728
930,0.006384668871760368,9.999999747378752e-05,0.006194377783685923,41.419830322265625,0.9937289953231812,0.0063394466415047646,0.006161822006106377,41.44047927856445,0.9938302040100098
