epoch,combined_denoising_loss,loss,psnr_metric,ssim_metric,val_combined_denoising_loss,val_loss,val_psnr_metric,val_ssim_metric,learning_rate
430,0.006716015283018351,9.999999747378752e-05,0.006490359548479319,41.035125732421875,0.9932244420051575,0.006770282983779907,0.006542047951370478,40.974609375,0.9931511878967285
431,0.006712852045893669,9.999999747378752e-05,0.006488305050879717,41.03804016113281,0.9932306408882141,0.006666787900030613,0.006450347602367401,41.096981048583984,0.9933173656463623
432,0.006713795010000467,9.999999747378752e-05,0.0064895846880972385,41.03684616088867,0.9932321310043335,0.006644770037382841,0.006407375913113356,41.135257720947266,0.9932637810707092
433,0.006712332367897034,9.999999747378752e-05,0.006487558595836163,41.038326263427734,0.9932288527488708,0.0066825831308960915,0.006478003691881895,41.0435676574707,0.9933413863182068
434,0.006708393804728985,9.999999747378752e-05,0.006483287550508976,41.04352569580078,0.9932354688644409,0.006683753803372383,0.006477463524788618,41.052276611328125,0.9933338761329651
435,0.006707068532705307,9.999999747378752e-05,0.006482589989900589,41.04412078857422,0.9932396411895752,0.006720988545566797,0.006480376236140728,41.038116455078125,0.9931586384773254
436,0.0067094461992383,9.999999747378752e-05,0.006484968587756157,41.042022705078125,0.9932352900505066,0.006640381645411253,0.006428532302379608,41.09228515625,0.9933662414550781
437,0.006710587069392204,9.999999747378752e-05,0.006486383732408285,41.04061508178711,0.9932370185852051,0.0067267087288200855,0.006555423140525818,40.94609451293945,0.9934169054031372
438,0.006707789842039347,9.999999747378752e-05,0.0064841099083423615,41.043434143066406,0.9932405948638916,0.006919069215655327,0.0066947550512850285,40.81018829345703,0.992984414100647
439,0.006703176535665989,9.999999747378752e-05,0.00647969963029027,41.04777145385742,0.993248462677002,0.006852373946458101,0.006643463857471943,40.916954040527344,0.9931241273880005
440,0.006704013794660568,9.999999747378752e-05,0.006480962969362736,41.046627044677734,0.9932466149330139,0.006743999198079109,0.006474742665886879,41.05247116088867,0.9930287003517151
441,0.006702691316604614,9.999999747378752e-05,0.0064789485186338425,41.0492057800293,0.9932428002357483,0.006695723161101341,0.0064825932495296,41.001216888427734,0.9932977557182312
442,0.0067058284766972065,9.999999747378752e-05,0.00648214528337121,41.045738220214844,0.9932430982589722,0.0066858939826488495,0.0064529962837696075,41.09600067138672,0.9932329058647156
443,0.006701463833451271,9.999999747378752e-05,0.006477975752204657,41.05024337768555,0.99325031042099,0.006651231087744236,0.006434050388634205,41.092864990234375,0.9933315515518188
444,0.006701544858515263,9.999999747378752e-05,0.006478203926235437,41.05027389526367,0.9932492971420288,0.006686405278742313,0.0064618876203894615,41.07527160644531,0.9932626485824585
445,0.00670013390481472,9.999999747378752e-05,0.006477524060755968,41.05121612548828,0.9932535290718079,0.006636135280132294,0.006421234924346209,41.11685562133789,0.9933566451072693
446,0.006697722710669041,9.999999747378752e-05,0.006475506816059351,41.05330276489258,0.9932565093040466,0.006617508828639984,0.006400907877832651,41.123226165771484,0.9933753609657288
447,0.006694200914353132,9.999999747378752e-05,0.006472451146692038,41.05681228637695,0.9932630062103271,0.00664333114400506,0.006419097539037466,41.11213302612305,0.9933127760887146
448,0.006695149466395378,9.999999747378752e-05,0.006472966633737087,41.05647659301758,0.9932581186294556,0.0067644277587533,0.006525554694235325,40.98472595214844,0.9931141138076782
449,0.006694069132208824,9.999999747378752e-05,0.0064717791974544525,41.0579948425293,0.9932612180709839,0.006790248677134514,0.006592971738427877,40.94679260253906,0.9932445883750916
450,0.006691346410661936,9.999999747378752e-05,0.006469393614679575,41.06071853637695,0.9932661056518555,0.006888251751661301,0.0067199720069766045,40.7806282043457,0.993229866027832
451,0.00669523049145937,9.999999747378752e-05,0.006472435779869556,41.05714797973633,0.9932586550712585,0.006616579834371805,0.006384207401424646,41.14157485961914,0.9933152198791504
452,0.006693663541227579,9.999999747378752e-05,0.006471594795584679,41.05861282348633,0.9932624697685242,0.006708929780870676,0.006481969729065895,41.05309295654297,0.9932270646095276
453,0.006691553629934788,9.999999747378752e-05,0.006469368003308773,41.061065673828125,0.9932653903961182,0.006668347865343094,0.0064513906836509705,41.06808090209961,0.9933115839958191
454,0.006689468864351511,9.999999747378752e-05,0.006467748433351517,41.06284713745117,0.9932690858840942,0.006694346200674772,0.006478193681687117,41.04144287109375,0.9932857751846313
455,0.006691237445920706,9.999999747378752e-05,0.006468951236456633,41.06277847290039,0.9932622909545898,0.007089169230312109,0.006875982508063316,40.593196868896484,0.992830753326416
456,0.006687346380203962,9.999999747378752e-05,0.006465235725045204,41.066280364990234,0.9932693839073181,0.00662945257499814,0.006418320350348949,41.11371994018555,0.9933815002441406
457,0.006686851382255554,9.999999747378752e-05,0.006465640850365162,41.065452575683594,0.9932731986045837,0.0066019766964018345,0.006386445369571447,41.147666931152344,0.9933969378471375
458,0.006685339845716953,9.999999747378752e-05,0.006462857127189636,41.06874465942383,0.9932688474655151,0.006763555109500885,0.00654720701277256,40.98799514770508,0.99320387840271
459,0.006684486288577318,9.999999747378752e-05,0.006462294142693281,41.069522857666016,0.9932723045349121,0.006714543793350458,0.006506471894681454,41.02809143066406,0.9932908415794373
460,0.006683283019810915,9.999999747378752e-05,0.0064626652747392654,41.06890869140625,0.9932783246040344,0.006695538759231567,0.006493747234344482,41.05523681640625,0.9933347702026367
461,0.006685028318315744,9.999999747378752e-05,0.006463451776653528,41.06829833984375,0.9932767152786255,0.006683440413326025,0.006461483426392078,41.087440490722656,0.9932737946510315
462,0.006682411301881075,9.999999747378752e-05,0.0064619434997439384,41.07044219970703,0.9932827353477478,0.006655845325440168,0.006428765133023262,41.114112854003906,0.9932870864868164
463,0.006680382881313562,9.999999747378752e-05,0.006459701806306839,41.07276153564453,0.9932818412780762,0.006745127961039543,0.006499879993498325,41.03497314453125,0.9931131601333618
464,0.0066795432940125465,9.999999747378752e-05,0.006459124386310577,41.074031829833984,0.993284285068512,0.006676178891211748,0.006462934426963329,41.068939208984375,0.993314802646637
465,0.0066777379252016544,9.999999747378752e-05,0.006456549279391766,41.07681655883789,0.993287205696106,0.006672514136880636,0.006436176132410765,41.12255859375,0.9932326674461365
466,0.006678188219666481,9.999999747378752e-05,0.006457652430981398,41.07555389404297,0.9932864904403687,0.0066369869746267796,0.006421330850571394,41.0976448059082,0.9933543801307678
467,0.0066772340796887875,9.999999747378752e-05,0.006457052659243345,41.076393127441406,0.9932880997657776,0.006709615234285593,0.0064526707865297794,41.084930419921875,0.9931117296218872
468,0.006679946556687355,9.999999747378752e-05,0.0064603122882544994,41.073486328125,0.9932879209518433,0.006640451028943062,0.006405896507203579,41.134281158447266,0.9932766556739807
469,0.006674724165350199,9.999999747378752e-05,0.006454977672547102,41.07857131958008,0.9932898879051208,0.006667849607765675,0.006433979142457247,41.10710906982422,0.9932475686073303
470,0.006674577482044697,9.999999747378752e-05,0.006454407703131437,41.08000946044922,0.9932892918586731,0.006659322883933783,0.006447633262723684,41.08615493774414,0.993342936038971
471,0.006678178906440735,9.999999747378752e-05,0.006457510869950056,41.076416015625,0.9932861328125,0.006697629578411579,0.006501499563455582,41.029075622558594,0.9933571815490723
472,0.006672494579106569,9.999999747378752e-05,0.006452471017837524,41.082252502441406,0.9932944178581238,0.006603292189538479,0.0063835554756224155,41.16544723510742,0.9933777451515198
473,0.006671807263046503,9.999999747378752e-05,0.00645210687071085,41.08317565917969,0.9932947158813477,0.006746666505932808,0.0065001435577869415,41.020809173583984,0.9931079745292664
474,0.0066742985509335995,9.999999747378752e-05,0.0064539313316345215,41.08061218261719,0.9932934641838074,0.006598860025405884,0.006381891202181578,41.16598129272461,0.9933923482894897
475,0.006667786277830601,9.999999747378752e-05,0.006447488442063332,41.0881462097168,0.993296205997467,0.00670867832377553,0.006497551221400499,41.003936767578125,0.9932857751846313
476,0.006670627277344465,9.999999747378752e-05,0.006451070308685303,41.084468841552734,0.9932985305786133,0.00669475644826889,0.006467094644904137,41.085689544677734,0.9932409524917603
477,0.0066706291399896145,9.999999747378752e-05,0.0064516253769397736,41.084232330322266,0.9932997822761536,0.006683017127215862,0.006458888296037912,41.06304931640625,0.9932667016983032
478,0.006666402332484722,9.999999747378752e-05,0.0064478167332708836,41.088233947753906,0.9933041334152222,0.0065892478451132774,0.006374019663780928,41.170249938964844,0.9934116005897522
479,0.006668543443083763,9.999999747378752e-05,0.006448960863053799,41.086814880371094,0.9932992458343506,0.0066223288886249065,0.006411748472601175,41.13916778564453,0.9933904409408569
480,0.006665545050054789,9.999999747378752e-05,0.006446376908570528,41.09001922607422,0.9933032989501953,0.006625110283493996,0.0064025502651929855,41.145015716552734,0.993338942527771
481,0.0066641648299992085,9.999999747378752e-05,0.0064451247453689575,41.091148376464844,0.9933080673217773,0.006664585322141647,0.00644092820584774,41.099910736083984,0.9932905435562134
482,0.006662057247012854,9.999999747378752e-05,0.00644315592944622,41.093910217285156,0.9933105707168579,0.006748052313923836,0.006499909330159426,40.99418258666992,0.9931010603904724
483,0.006665787193924189,9.999999747378752e-05,0.006447191350162029,41.090065002441406,0.9933032393455505,0.006606476381421089,0.006397489923983812,41.14457702636719,0.9934127330780029
484,0.006661572027951479,9.999999747378752e-05,0.006442397832870483,41.0943603515625,0.9933080077171326,0.006739874370396137,0.006489959079772234,41.04051208496094,0.9931055903434753
485,0.006659398321062326,9.999999747378752e-05,0.0064402977004647255,41.09696960449219,0.9933120012283325,0.0066113886423408985,0.006400657817721367,41.13746643066406,0.993399977684021
486,0.006661108694970608,9.999999747378752e-05,0.006443020422011614,41.094398498535156,0.9933128952980042,0.006608897354453802,0.006376908626407385,41.160911560058594,0.9933246970176697
487,0.006659676320850849,9.999999747378752e-05,0.0064409528858959675,41.096134185791016,0.993313193321228,0.006589558906853199,0.006388518959283829,41.147064208984375,0.9934665560722351
488,0.006656738929450512,9.999999747378752e-05,0.006439122371375561,41.09878921508789,0.9933196306228638,0.0066995518282055855,0.006493851076811552,41.046592712402344,0.9933170080184937
489,0.006660690531134605,9.999999747378752e-05,0.006442190147936344,41.09510803222656,0.9933160543441772,0.0065749273635447025,0.006377707235515118,41.15744400024414,0.993493378162384
490,0.006654583849012852,9.999999747378752e-05,0.00643857941031456,41.099952697753906,0.9933292865753174,0.006586991250514984,0.006367111578583717,41.174930572509766,0.9933937191963196
491,0.006660234183073044,9.999999747378752e-05,0.006443237420171499,41.09483337402344,0.9933177828788757,0.006642838474363089,0.006419810000807047,41.12907028198242,0.9933167099952698
492,0.006658096797764301,9.999999747378752e-05,0.006440756842494011,41.09761428833008,0.9933164119720459,0.00670123565942049,0.0064629558473825455,41.07795333862305,0.9931887984275818
493,0.0066536408849060535,9.999999747378752e-05,0.006436888128519058,41.10209274291992,0.993325412273407,0.006706011015921831,0.0064754607155919075,41.04684829711914,0.9932132363319397
494,0.0066546122543513775,9.999999747378752e-05,0.00643793074414134,41.1014518737793,0.9933283925056458,0.006708833388984203,0.006464505568146706,41.05282974243164,0.9931594729423523
495,0.006654718425124884,9.999999747378752e-05,0.006437206175178289,41.10237121582031,0.9933211803436279,0.006639130413532257,0.006419227924197912,41.129947662353516,0.993334949016571
496,0.00665312958881259,9.999999747378752e-05,0.006436747964471579,41.10246276855469,0.9933285713195801,0.006703132297843695,0.006464930716902018,41.081825256347656,0.9931887984275818
497,0.006651928182691336,9.999999747378752e-05,0.006434349343180656,41.10591125488281,0.9933232069015503,0.006594626698642969,0.0063933744095265865,41.15998458862305,0.9934571981430054
498,0.006647287402302027,9.999999747378752e-05,0.006431316491216421,41.10865783691406,0.9933367967605591,0.006651134695857763,0.0064438325352966785,41.110191345214844,0.9933626651763916
499,0.006648557726293802,9.999999747378752e-05,0.006432770751416683,41.10753631591797,0.9933381080627441,0.00657322583720088,0.0063750469125807285,41.162757873535156,0.9934937953948975
500,0.006648176349699497,9.999999747378752e-05,0.006432508584111929,41.108116149902344,0.9933350682258606,0.006577914580702782,0.006361594423651695,41.1911506652832,0.9934174418449402
501,0.006648407317698002,9.999999747378752e-05,0.006431933026760817,41.1091423034668,0.9933332800865173,0.0066292909905314445,0.006400238256901503,41.1513671875,0.9933087825775146
502,0.0066473656333982944,9.999999747378752e-05,0.0064306240528821945,41.1105842590332,0.9933338761329651,0.006665384862571955,0.006455139722675085,41.084922790527344,0.9933366775512695
503,0.0066443514078855515,9.999999747378752e-05,0.006428862456232309,41.11234664916992,0.993340253829956,0.0067004067823290825,0.006508358288556337,41.03424072265625,0.9933692812919617
504,0.006644774228334427,9.999999747378752e-05,0.006428110413253307,41.113548278808594,0.993339478969574,0.006846999749541283,0.006668359972536564,40.85637283325195,0.9932485818862915
505,0.006647136528044939,9.999999747378752e-05,0.006431462708860636,41.1104736328125,0.9933391213417053,0.006641120184212923,0.006422855891287327,41.12605285644531,0.9933372139930725
506,0.006644066423177719,9.999999747378752e-05,0.006428754422813654,41.11252975463867,0.9933418035507202,0.006595524959266186,0.006377925630658865,41.180213928222656,0.9933933019638062
507,0.006643953733146191,9.999999747378752e-05,0.006427581887692213,41.114341735839844,0.9933415651321411,0.006750857457518578,0.006559745874255896,40.971195220947266,0.9933071732521057
508,0.006643092725425959,9.999999747378752e-05,0.0064271739684045315,41.11513900756836,0.9933410286903381,0.00659910449758172,0.006383330095559359,41.15760803222656,0.9933969378471375
509,0.006641758140176535,9.999999747378752e-05,0.006425757426768541,41.11641311645508,0.993342936038971,0.006586335599422455,0.006361115258187056,41.190616607666016,0.9933733344078064
510,0.006642109248787165,9.999999747378752e-05,0.006426176056265831,41.11621856689453,0.9933446049690247,0.006680786609649658,0.006504002492874861,41.04030227661133,0.9934459924697876
511,0.00664038909599185,9.999999747378752e-05,0.006424847524613142,41.11825942993164,0.993348240852356,0.0066373334266245365,0.0064213150180876255,41.12833786010742,0.9933475255966187
512,0.006641003768891096,9.999999747378752e-05,0.006425729487091303,41.117610931396484,0.9933490753173828,0.00659038033336401,0.006388600915670395,41.14992904663086,0.9934579730033875
513,0.006639436818659306,9.999999747378752e-05,0.006425371393561363,41.11802673339844,0.9933527708053589,0.006688217632472515,0.006460397504270077,41.07460021972656,0.9932454228401184
514,0.0066349259577691555,9.999999747378752e-05,0.0064200470224022865,41.12331771850586,0.9933570027351379,0.006692363880574703,0.006465115584433079,41.08100128173828,0.9932423830032349
515,0.006636387202888727,9.999999747378752e-05,0.006421631667762995,41.122764587402344,0.9933537244796753,0.00665658013895154,0.006438986863940954,41.115509033203125,0.9933222532272339
516,0.006635711062699556,9.999999747378752e-05,0.006420781370252371,41.123558044433594,0.9933531880378723,0.006683547981083393,0.006507751531898975,41.05498504638672,0.9934470653533936
517,0.006631685420870781,9.999999747378752e-05,0.0064180451445281506,41.12624740600586,0.993364691734314,0.0065547991544008255,0.006342156790196896,41.20570373535156,0.9934587478637695
518,0.006638386286795139,9.999999747378752e-05,0.006423598155379295,41.120540618896484,0.9933489561080933,0.006607993505895138,0.00637062918394804,41.17829513549805,0.9933013319969177
519,0.006636322010308504,9.999999747378752e-05,0.00642127962782979,41.12363815307617,0.993351399898529,0.006572752725332975,0.006354999262839556,41.18824768066406,0.9934192895889282
520,0.006630700081586838,9.999999747378752e-05,0.006416938733309507,41.12822341918945,0.9933634996414185,0.00660452526062727,0.006405829917639494,41.14855194091797,0.9934515953063965
521,0.0066320463083684444,9.999999747378752e-05,0.006418551784008741,41.126564025878906,0.9933643341064453,0.0067451465874910355,0.006524579133838415,41.0135498046875,0.9932042360305786
522,0.006630265153944492,9.999999747378752e-05,0.006417267024517059,41.12849426269531,0.9933668375015259,0.006692567374557257,0.006512635387480259,41.00710678100586,0.9934231042861938
523,0.006629316136240959,9.999999747378752e-05,0.006415341980755329,41.130462646484375,0.9933617115020752,0.006652552634477615,0.006468330509960651,41.105228424072266,0.99344801902771
524,0.006627815309911966,9.999999747378752e-05,0.006413418799638748,41.13215637207031,0.9933638572692871,0.006741642486304045,0.006491303909569979,41.04142379760742,0.9930949807167053
525,0.006624576169997454,9.999999747378752e-05,0.0064100115559995174,41.135887145996094,0.9933690428733826,0.006569713819772005,0.006381678860634565,41.1671142578125,0.9935357570648193
526,0.006628596223890781,9.999999747378752e-05,0.00641572056338191,41.12998962402344,0.9933714866638184,0.006630118004977703,0.006415942218154669,41.13163757324219,0.9933635592460632
527,0.006630936171859503,9.999999747378752e-05,0.006417125463485718,41.12894058227539,0.9933639764785767,0.006599336862564087,0.006397429388016462,41.149696350097656,0.9934447407722473
528,0.006625223904848099,9.999999747378752e-05,0.006412098184227943,41.13496398925781,0.9933692812919617,0.00670509273186326,0.006516007706522942,41.00041580200195,0.9933704733848572
529,0.006624262779951096,9.999999747378752e-05,0.006411071866750717,41.13569641113281,0.9933748245239258,0.006606121547520161,0.006374131888151169,41.18488693237305,0.9933221340179443
530,0.006621788255870342,9.999999747378752e-05,0.006408968940377235,41.13798904418945,0.9933786988258362,0.00665875431150198,0.0064497278071939945,41.11696243286133,0.9933479428291321
531,0.006620499771088362,9.999999747378752e-05,0.006407622247934341,41.14000701904297,0.9933789968490601,0.006669667083770037,0.006472685839980841,41.04208755493164,0.9933814406394958
532,0.006622015964239836,9.999999747378752e-05,0.006408740300685167,41.138580322265625,0.9933761358261108,0.0066606937907636166,0.006413712631911039,41.141357421875,0.9932042360305786
533,0.0066243549808859825,9.999999747378752e-05,0.006410809699445963,41.13703536987305,0.9933690428733826,0.00660838233307004,0.0063932063058018684,41.16214370727539,0.9933862686157227
534,0.006625231821089983,9.999999747378752e-05,0.006412731483578682,41.134918212890625,0.9933758974075317,0.00655848765745759,0.006357805337756872,41.20558547973633,0.9935006499290466
535,0.0066191665828228,9.999999747378752e-05,0.006405752617865801,41.142372131347656,0.9933804869651794,0.006590918637812138,0.006379853002727032,41.18244171142578,0.9934225678443909
536,0.006622893735766411,9.999999747378752e-05,0.006410183385014534,41.13808059692383,0.9933762550354004,0.006570526398718357,0.006373224779963493,41.172264099121094,0.9934993982315063
537,0.0066216993145644665,9.999999747378752e-05,0.006409042049199343,41.13880920410156,0.9933789372444153,0.006575740873813629,0.006363232154399157,41.20676040649414,0.993434488773346
538,0.006616210099309683,9.999999747378752e-05,0.006404290907084942,41.14481735229492,0.9933876395225525,0.006576212123036385,0.006352087948471308,41.176551818847656,0.9933893084526062
539,0.006616383790969849,9.999999747378752e-05,0.0064049954526126385,41.14366912841797,0.9933903813362122,0.006786853075027466,0.0066048805601894855,40.964168548583984,0.993297815322876
540,0.00661519356071949,9.999999747378752e-05,0.006403832230716944,41.14566421508789,0.9933928847312927,0.006539231166243553,0.006333556957542896,41.22321319580078,0.9935015439987183
541,0.006649383343756199,9.999999747378752e-05,0.00641732569783926,41.12702178955078,0.9932729601860046,0.006660092622041702,0.006443379912525415,41.10014724731445,0.9933162331581116
542,0.0066112615168094635,9.999999747378752e-05,0.006399217061698437,41.15047073364258,0.9933953881263733,0.006543194875121117,0.006348516792058945,41.19618606567383,0.9935384392738342
543,0.006611323915421963,9.999999747378752e-05,0.006400194484740496,41.14988327026367,0.9933961033821106,0.006510925013571978,0.006307939998805523,41.2528190612793,0.9935470223426819
544,0.006609031464904547,9.999999747378752e-05,0.0063983662985265255,41.15169143676758,0.993400514125824,0.006606515031307936,0.006383343134075403,41.18402099609375,0.9933569431304932
545,0.006606748793274164,9.999999747378752e-05,0.006395503878593445,41.155120849609375,0.993399977684021,0.006559474393725395,0.0063317217864096165,41.231163024902344,0.9933949708938599
546,0.0066118063405156136,9.999999747378752e-05,0.006399727892130613,41.15052795410156,0.9933915138244629,0.0067169866524636745,0.00645823497325182,41.07486343383789,0.9930939674377441
547,0.006612084340304136,9.999999747378752e-05,0.006400430109351873,41.150108337402344,0.9933924674987793,0.00662299944087863,0.006432679481804371,41.110939025878906,0.9934630990028381
548,0.006609458941966295,9.999999747378752e-05,0.006397606339305639,41.15321731567383,0.9933950901031494,0.0065713380463421345,0.006374798249453306,41.1786994934082,0.9934980869293213
549,0.0066108861938118935,9.999999747378752e-05,0.0063997660763561726,41.151466369628906,0.9933957457542419,0.006551527883857489,0.006334731355309486,41.22873306274414,0.9934458136558533
550,0.0066055357456207275,9.999999747378752e-05,0.006394930649548769,41.156768798828125,0.9934059977531433,0.0065614464692771435,0.006364384666085243,41.17980194091797,0.9935067892074585
551,0.006609054282307625,9.999999747378752e-05,0.0063985660672187805,41.15319061279297,0.9934040904045105,0.00666619511321187,0.006421293132007122,41.140079498291016,0.9932013154029846
552,0.006607198156416416,9.999999747378752e-05,0.006395863369107246,41.155948638916016,0.9934014678001404,0.0068158945068717,0.006638822145760059,40.8875732421875,0.9932824969291687
553,0.0066052814945578575,9.999999747378752e-05,0.006394586991518736,41.15745544433594,0.9934046864509583,0.006718796212226152,0.006471695378422737,41.08883285522461,0.993130624294281
554,0.006604805588722229,9.999999747378752e-05,0.00639333063736558,41.158714294433594,0.9934036135673523,0.006655965931713581,0.006452295463532209,41.088172912597656,0.9933668375015259
555,0.006606836803257465,9.999999747378752e-05,0.006394901778548956,41.157291412353516,0.9933972358703613,0.006540282629430294,0.006327114067971706,41.22398376464844,0.9934736490249634
556,0.00660817651078105,9.999999747378752e-05,0.0063956500962376595,41.15702819824219,0.9933924674987793,0.006578932050615549,0.006370407994836569,41.16067123413086,0.9934476613998413
557,0.006600262131541967,9.999999747378752e-05,0.006389190908521414,41.16413116455078,0.9934087991714478,0.00655402010306716,0.0063649434596300125,41.19696044921875,0.9935457706451416
558,0.0066019999794662,9.999999747378752e-05,0.006390328984707594,41.163368225097656,0.9934041500091553,0.006694470066577196,0.006520440801978111,41.02864074707031,0.9934393167495728
559,0.006599260959774256,9.999999747378752e-05,0.0063889240846037865,41.16423797607422,0.993412435054779,0.0065340581350028515,0.0063099609687924385,41.24834442138672,0.9934383034706116
560,0.006600193213671446,9.999999747378752e-05,0.006389489863067865,41.163509368896484,0.9934060573577881,0.00665590213611722,0.00643848767504096,41.12717056274414,0.9933155179023743
561,0.006596890743821859,9.999999747378752e-05,0.006386511493474245,41.16737365722656,0.993416965007782,0.006604787427932024,0.006434806622564793,41.12726974487305,0.9935624599456787
562,0.006598987150937319,9.999999747378752e-05,0.006389108952134848,41.16471481323242,0.9934152960777283,0.006513833533972502,0.006302715744823217,41.257667541503906,0.9935111999511719
563,0.006601457949727774,9.999999747378752e-05,0.006390309426933527,41.163475036621094,0.9934065937995911,0.00673744548112154,0.006540804635733366,41.035396575927734,0.9933030605316162
564,0.0065999822691082954,9.999999747378752e-05,0.006389054469764233,41.165252685546875,0.9934083223342896,0.006555748637765646,0.006339963525533676,41.234092712402344,0.9934424757957458
565,0.0066002244129776955,9.999999747378752e-05,0.006389410700649023,41.16502380371094,0.993407130241394,0.006566128693521023,0.006359199061989784,41.20302200317383,0.9934637546539307
566,0.0065942867659032345,9.999999747378752e-05,0.006384642329066992,41.170127868652344,0.9934160709381104,0.0065895249135792255,0.006340070627629757,41.209354400634766,0.9932790994644165
567,0.006594036240130663,9.999999747378752e-05,0.00638438668102026,41.170658111572266,0.99342280626297,0.006670418661087751,0.006438479293137789,41.12261962890625,0.9932447671890259
568,0.006598382722586393,9.999999747378752e-05,0.006388356443494558,41.16655731201172,0.9934177398681641,0.006574785802513361,0.006367553491145372,41.19219970703125,0.9934533834457397
569,0.006592664867639542,9.999999747378752e-05,0.0063818395137786865,41.17345428466797,0.9934185147285461,0.006570988800376654,0.006390026770532131,41.1689567565918,0.9935588240623474
570,0.006595571991056204,9.999999747378752e-05,0.006385128013789654,41.17020034790039,0.9934127330780029,0.006566785741597414,0.006367676891386509,41.185462951660156,0.9934906363487244
571,0.006592984776943922,9.999999747378752e-05,0.00638393172994256,41.17213439941406,0.9934218525886536,0.006496978458017111,0.006290188059210777,41.2703742980957,0.9935457706451416
572,0.006591903977096081,9.999999747378752e-05,0.006382474210113287,41.1732292175293,0.99342942237854,0.0065721007995307446,0.006369758863002062,41.180503845214844,0.9934741854667664
573,0.006593778729438782,9.999999747378752e-05,0.0063847810961306095,41.17104721069336,0.9934253692626953,0.00673733139410615,0.006534184794872999,41.02501678466797,0.9932739734649658
574,0.006588983349502087,9.999999747378752e-05,0.006379938218742609,41.17628479003906,0.9934260845184326,0.006537810433655977,0.006323791574686766,41.24641418457031,0.9934696555137634
575,0.006592811085283756,9.999999747378752e-05,0.006383711937814951,41.172584533691406,0.9934223890304565,0.006594575475901365,0.006400564685463905,41.157554626464844,0.9934808611869812
576,0.006590738892555237,9.999999747378752e-05,0.006381150800734758,41.17581558227539,0.9934263229370117,0.006652377545833588,0.006429195869714022,41.14229965209961,0.9933010339736938
577,0.006588421296328306,9.999999747378752e-05,0.006379112135618925,41.17793273925781,0.993426501750946,0.006588687188923359,0.006384328007698059,41.15859603881836,0.9934449195861816
578,0.006589704193174839,9.999999747378752e-05,0.0063804080709815025,41.177032470703125,0.9934260249137878,0.00662379153072834,0.006387233734130859,41.16047668457031,0.9932860732078552
579,0.006585454102605581,9.999999747378752e-05,0.006376918405294418,41.180572509765625,0.9934349060058594,0.006646535359323025,0.00639822892844677,41.15768814086914,0.9932103753089905
580,0.006585957016795874,9.999999747378752e-05,0.006377681624144316,41.179656982421875,0.9934346675872803,0.0065897321328520775,0.006369784474372864,41.19630813598633,0.9933878183364868
581,0.006586034782230854,9.999999747378752e-05,0.006378008984029293,41.179931640625,0.9934362173080444,0.006589747965335846,0.006337681319564581,41.21507263183594,0.9932661652565002
582,0.0065862517803907394,9.999999747378752e-05,0.006378083489835262,41.18011474609375,0.9934324622154236,0.006552163977175951,0.006344614550471306,41.18730163574219,0.9934802651405334
583,0.0065864757634699345,9.999999747378752e-05,0.006378124002367258,41.18014907836914,0.9934350848197937,0.006664798129349947,0.006459518801420927,41.119422912597656,0.9933515787124634
584,0.006584795191884041,9.999999747378752e-05,0.006376076024025679,41.182254791259766,0.9934337735176086,0.006604633294045925,0.006425993517041206,41.129356384277344,0.9935262799263
585,0.006580844521522522,9.999999747378752e-05,0.006372526288032532,41.18645095825195,0.9934380650520325,0.006500255316495895,0.0063002766110002995,41.26010513305664,0.9935678243637085
586,0.006578682456165552,9.999999747378752e-05,0.0063713653944432735,41.187705993652344,0.993446946144104,0.006537935696542263,0.006329946685582399,41.243812561035156,0.9934948682785034
587,0.0065782866440713406,9.999999747378752e-05,0.006370318587869406,41.188838958740234,0.9934474229812622,0.006531200371682644,0.0063299983739852905,41.2420539855957,0.993524432182312
588,0.006576999090611935,9.999999747378752e-05,0.006368886213749647,41.19035339355469,0.9934433102607727,0.00651279091835022,0.006306779105216265,41.26054382324219,0.9935309886932373
589,0.006579131353646517,9.999999747378752e-05,0.006370194256305695,41.189022064208984,0.9934399724006653,0.006790888961404562,0.006514700595289469,41.019962310791016,0.9929344058036804
590,0.00657646544277668,9.999999747378752e-05,0.006368670146912336,41.191097259521484,0.9934459924697876,0.006633623503148556,0.0063956077210605145,41.15746307373047,0.9932672381401062
591,0.006576934363692999,9.999999747378752e-05,0.006369869690388441,41.189964294433594,0.9934478998184204,0.006542668677866459,0.006343402434140444,41.210487365722656,0.9935203194618225
592,0.006579001899808645,9.999999747378752e-05,0.006371547933667898,41.18821716308594,0.9934465289115906,0.006601299159228802,0.006348566617816687,41.22063064575195,0.9932487607002258
593,0.006576295010745525,9.999999747378752e-05,0.006369846872985363,41.19053268432617,0.9934524297714233,0.006510891951620579,0.006306011229753494,41.23977279663086,0.9935356974601746
594,0.0065737455151975155,9.999999747378752e-05,0.00636634323745966,41.19419860839844,0.9934536814689636,0.006631611380726099,0.00646670488640666,41.102787017822266,0.9935454726219177
595,0.006572602782398462,9.999999747378752e-05,0.006365954410284758,41.195194244384766,0.9934557676315308,0.006557974498718977,0.0063657695427536964,41.18867111206055,0.9935275912284851
596,0.006574157625436783,9.999999747378752e-05,0.006367192603647709,41.193443298339844,0.9934525489807129,0.006508547347038984,0.00629950687289238,41.26689147949219,0.993523895740509
